,SITE,STAGE,TRANSECT_POINT,NORTHING,EASTING,ENVIRON,DIST_FPL,LOCATION,CAT_Z,CLASS_Z,ACTUAL_Z,FP_Z,DATE,D13C_CH4,D13C_CO2,WATER_T,KH_O2,DT_DZ,WATER_TK,COND,PH,WIND_ONSITE,ORP,REDOX_ORP,CHL,O2_PERCENT,O2,DO2_DZ,DIC,PCO2_old,PCO2,DPCO2_DZ,PCH4,DPCH4_DZ,PN2O,KH_PCO2,KH_PCH4,KH_PN2O,D13C_DIC,D18O_O2,O2_Ar,MOX,MPROD,MCARB,interpT,Sc_CH4,CH4_molL,gradConcCH4,Sc_CO2,CO2_molL,gradConcCO2,ScCH4,ScCO2,avg_wind_speed_ms,sd_wind_speed_ms,avg_mcCH4_k,sd_mcCH4_k,diffCH4,sdCH4,avg_mcCO2_k,sd_mcCO2_k,avg_k600,sd_k600,diffCO2,sdCO2
1,AnRe.1,High,1,12.65388,104.16687,Pelagic,-1960,Central,1,Surface,0.1,5.5,10/4/15,-58.881,-35.726,29.88,1.18078,0,303.03,0.013,6.76,0.5,126.9,Sulfate reduction,3.4,48.5,3.68,-0.029269294,NA,120192.29,12019.229,-615.5186744,8.18,-0.690048169,NA,0.029886441,0.001305,0.021186302,-15.68,25.87,10.82,-1.34,-1.34,-1,365,516.1285316,1.07E-08,1.34E-07,362.2876796,0.000359212,0.015282798,516.1285316,362.2876796,3.588205128,1.970725049,3.188471,0.6507134,0.076518758,0.015616194,4.013352,0.8023829,2.881071,0.5894301,11021.99013,2203.608455
2,AnRe.1,High,1,12.65388,104.16687,Pelagic,-1960,Central,1,Surface,0.1,5.5,10/4/15,-86.918,-35.484,29.88,1.18078,0,303.03,0.013,6.76,0.5,126.9,Sulfate reduction,3.4,48.5,3.68,-0.029269294,NA,121968.06,12196.806,-615.5186744,7.8,-0.690048169,NA,0.029886441,0.001305,0.021186302,-14.99,26.1,10.88,-1.87,-1.87,-1.4,365,516.1285316,1.02E-08,1.26E-07,362.2876796,0.000364519,0.015516366,516.1285316,362.2876796,3.588205128,1.970725049,3.188471,0.6507134,0.071961214,0.014686076,4.013352,0.8023829,2.881071,0.5894301,11190.43951,2237.286265
3,AnRe.1,High,1,12.65388,104.16687,Pelagic,-1960,Central,1,Surface,0.1,5.5,10/4/15,-93.287,-34.839,29.88,1.18078,0,303.03,0.013,6.76,0.5,126.9,Sulfate reduction,3.4,48.5,3.68,-0.029269294,NA,119107.53,11910.753,-615.5186744,NA,-0.690048169,NA,0.029886441,0.001305,0.021186302,-15.11,25.78,10.94,-1.89,-1.89,-1.42,365,516.1285316,NA,NA,362.2876796,0.00035597,0.01514012,516.1285316,362.2876796,3.588205128,1.970725049,3.188471,0.6507134,NA,NA,4.013352,0.8023829,2.881071,0.5894301,10919.08989,2183.035779
4,AnRe.1,High,1,12.65388,104.16687,Pelagic,-1960,Central,2,NA,1,5.5,10/4/15,-109.089,-37.309,29.88,1.18078,0,303.03,0.013,6.87,0.5,115.4,Sulfate reduction,3.2,48.7,3.68,-0.029269294,NA,NA,NA,-615.5186744,NA,-0.690048169,NA,0.029886441,0.001305,0.021186302,NA,NA,NA,NA,NA,NA,365,516.1285316,NA,NA,362.2876796,NA,NA,516.1285316,362.2876796,3.588205128,1.970725049,3.188471,0.6507134,NA,NA,4.013352,0.8023829,2.881071,0.5894301,NA,NA
5,AnRe.1,High,1,12.65388,104.16687,Pelagic,-1960,Central,2,NA,1,5.5,10/4/15,-51.673,-37.344,29.88,1.18078,0,303.03,0.013,6.87,0.5,115.4,Sulfate reduction,3.2,48.7,3.68,-0.029269294,NA,124243.24,12424.324,-615.5186744,11.71,-0.690048169,NA,0.029886441,0.001305,0.021186302,NA,NA,NA,NA,NA,NA,365,516.1285316,1.53E-08,2.07E-07,362.2876796,0.000371319,0.015815621,516.1285316,362.2876796,3.588205128,1.970725049,3.188471,0.6507134,0.118855939,0.024256502,4.013352,0.8023829,2.881071,0.5894301,11406.26288,2280.435478
6,AnRe.1,High,1,12.65388,104.16687,Pelagic,-1960,Central,2,NA,1,5.5,10/4/15,-111.857,-37.242,29.88,1.18078,0,303.03,0.013,6.87,0.5,115.4,Sulfate reduction,3.2,48.7,3.68,-0.029269294,NA,123540.16,12354.016,-615.5186744,8.29,-0.690048169,NA,0.029886441,0.001305,0.021186302,NA,NA,NA,NA,NA,NA,365,516.1285316,1.08E-08,1.36E-07,362.2876796,0.000369218,0.015723144,516.1285316,362.2876796,3.588205128,1.970725049,3.188471,0.6507134,0.077838047,0.015885439,4.013352,0.8023829,2.881071,0.5894301,11339.56877,2267.101434
7,AnRe.1,High,1,12.65388,104.16687,Pelagic,-1960,Central,2,NA,1,5.5,10/4/15,-47.222,-50.774,29.88,1.18078,0,303.03,0.013,6.87,0.5,115.4,Sulfate reduction,3.2,48.7,3.68,-0.029269294,NA,115732.94,11573.294,-615.5186744,8.57,-0.690048169,NA,0.029886441,0.001305,0.021186302,NA,NA,NA,NA,NA,NA,365,516.1285316,1.12E-08,1.42E-07,362.2876796,0.000345885,0.014696259,516.1285316,362.2876796,3.588205128,1.970725049,3.188471,0.6507134,0.081196237,0.016570789,4.013352,0.8023829,2.881071,0.5894301,10598.97659,2119.036051
8,AnRe.1,High,1,12.65388,104.16687,Pelagic,-1960,Central,3,NA,2,5.5,10/4/15,-91.458,-34.483,29.88,1.18078,0,303.03,0.013,6.9,0.5,113.1,Sulfate reduction,2.5,48.6,3.68,-0.029269294,NA,99585.65,9958.565,-615.5186744,0,-0.690048169,NA,0.029886441,0.001305,0.021186302,NA,NA,NA,NA,NA,NA,365,516.1285316,0,-3.77E-08,362.2876796,0.000297626,0.012572402,516.1285316,362.2876796,3.588205128,1.970725049,3.188471,0.6507134,-0.021588364,-0.004405823,4.013352,0.8023829,2.881071,0.5894301,9067.246118,1812.799684
9,AnRe.1,High,1,12.65388,104.16687,Pelagic,-1960,Central,3,NA,2,5.5,10/4/15,-96.375,-35.269,29.88,1.18078,0,303.03,0.013,6.9,0.5,113.1,Sulfate reduction,2.5,48.6,3.68,-0.029269294,NA,105020.81,10502.081,-615.5186744,0,-0.690048169,NA,0.029886441,0.001305,0.021186302,NA,NA,NA,NA,NA,NA,365,516.1285316,0,-3.77E-08,362.2876796,0.00031387,0.01328729,516.1285316,362.2876796,3.588205128,1.970725049,3.188471,0.6507134,-0.021588364,-0.004405823,4.013352,0.8023829,2.881071,0.5894301,9582.824905,1915.878507
10,AnRe.1,High,1,12.65388,104.16687,Pelagic,-1960,Central,3,NA,2,5.5,10/4/15,-95.867,-35.302,29.88,1.18078,0,303.03,0.013,6.9,0.5,113.1,Sulfate reduction,2.5,48.6,3.68,-0.029269294,NA,109307.05,10930.705,-615.5186744,0,-0.690048169,NA,0.029886441,0.001305,0.021186302,NA,NA,NA,NA,NA,NA,365,516.1285316,0,-3.77E-08,362.2876796,0.00032668,0.01385106,516.1285316,362.2876796,3.588205128,1.970725049,3.188471,0.6507134,-0.021588364,-0.004405823,4.013352,0.8023829,2.881071,0.5894301,9989.417243,1997.167848
11,AnRe.1,High,1,12.65388,104.16687,Pelagic,-1960,Central,4,NA,3,5.5,10/4/15,-102.188,-35.679,29.88,1.18078,0,303.03,0.013,6.91,0.5,113.6,Sulfate reduction,3.8,48,3.64,-0.029269294,NA,108195.03,10819.503,-615.5186744,0,-0.690048169,NA,0.029886441,0.001305,0.021186302,NA,NA,NA,NA,NA,NA,365,516.1285316,0,-3.77E-08,362.2876796,0.000323356,0.013704796,516.1285316,362.2876796,3.588205128,1.970725049,3.188471,0.6507134,-0.021588364,-0.004405823,4.013352,0.8023829,2.881071,0.5894301,9883.931127,1976.078181
12,AnRe.1,High,1,12.65388,104.16687,Pelagic,-1960,Central,4,NA,3,5.5,10/4/15,-94.638,-34.204,29.88,1.18078,0,303.03,0.013,6.91,0.5,113.6,Sulfate reduction,3.8,48,3.64,-0.029269294,NA,108317.43,10831.743,-615.5186744,0,-0.690048169,NA,0.029886441,0.001305,0.021186302,NA,NA,NA,NA,NA,NA,365,516.1285316,0,-3.77E-08,362.2876796,0.000323722,0.013720895,516.1285316,362.2876796,3.588205128,1.970725049,3.188471,0.6507134,-0.021588364,-0.004405823,4.013352,0.8023829,2.881071,0.5894301,9895.54198,1978.39952
13,AnRe.1,High,1,12.65388,104.16687,Pelagic,-1960,Central,4,NA,3,5.5,10/4/15,-100.386,-35.152,29.88,1.18078,0,303.03,0.013,6.91,0.5,113.6,Sulfate reduction,3.8,48,3.64,-0.029269294,NA,106277.5,10627.75,-615.5186744,0,-0.690048169,NA,0.029886441,0.001305,0.021186302,NA,NA,NA,NA,NA,NA,365,516.1285316,0,-3.77E-08,362.2876796,0.000317626,0.013452583,516.1285316,362.2876796,3.588205128,1.970725049,3.188471,0.6507134,-0.021588364,-0.004405823,4.013352,0.8023829,2.881071,0.5894301,9702.034404,1939.711867
14,AnRe.1,High,1,12.65388,104.16687,Pelagic,-1960,Central,5,Bottom,4.5,5.5,10/4/15,-65.787,-34.624,29.88,1.18078,0,303.03,0.013,6.9,0.5,111.2,Sulfate reduction,3.5,46.9,3.55,-0.029269294,NA,91985.02,9198.502,-615.5186744,6.85,-0.690048169,NA,0.029886441,0.001305,0.021186302,-15.51,26.61,11.04,-3.72,-3.72,-2.78,365,516.1285316,8.94E-09,1.06E-07,362.2876796,0.00027491,0.01157269,516.1285316,362.2876796,3.588205128,1.970725049,3.188471,0.6507134,0.060567355,0.01236078,4.013352,0.8023829,2.881071,0.5894301,8346.251044,1668.652318
15,AnRe.1,High,1,12.65388,104.16687,Pelagic,-1960,Central,5,Bottom,4.5,5.5,10/4/15,-78.234,-34.508,29.88,1.18078,0,303.03,0.013,6.9,0.5,111.2,Sulfate reduction,3.5,46.9,3.55,-0.029269294,NA,94879.46,9487.946,-615.5186744,7.19,-0.690048169,NA,0.029886441,0.001305,0.021186302,-15.01,26.17,11.07,-5.02,-5.02,-3.76,365,516.1285316,9.38E-09,1.13E-07,362.2876796,0.000283561,0.011953396,516.1285316,362.2876796,3.588205128,1.970725049,3.188471,0.6507134,0.064645157,0.013192991,4.013352,0.8023829,2.881071,0.5894301,8620.81736,1723.545912
16,AnRe.1,High,1,12.65388,104.16687,Pelagic,-1960,Central,5,Bottom,4.5,5.5,10/4/15,-89.624,-34.633,29.88,1.18078,0,303.03,0.013,6.9,0.5,111.2,Sulfate reduction,3.5,46.9,3.55,-0.029269294,NA,95842.18,9584.218,-615.5186744,8.02,-0.690048169,NA,0.029886441,0.001305,0.021186302,-16.09,26.76,10.66,-3.45,-3.45,-2.59,365,516.1285316,1.05E-08,1.30E-07,362.2876796,0.000286438,0.012080023,516.1285316,362.2876796,3.588205128,1.970725049,3.188471,0.6507134,0.074599792,0.015224565,4.013352,0.8023829,2.881071,0.5894301,8712.140892,1741.804077
17,AnRe.1,High,1,12.65388,104.16687,Pelagic,-1960,Central,6,Sediment,5.5,5.5,10/4/15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,3.93,2.95,365,NA,NA,NA,NA,NA,NA,516.1285316,362.2876796,3.588205128,1.970725049,3.188471,0.6507134,NA,NA,4.013352,0.8023829,2.881071,0.5894301,NA,NA
18,AnRe.1,High,1,12.65388,104.16687,Pelagic,-1960,Central,6,Sediment,5.5,5.5,10/4/15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,5.1,3.82,365,NA,NA,NA,NA,NA,NA,516.1285316,362.2876796,3.588205128,1.970725049,3.188471,0.6507134,NA,NA,4.013352,0.8023829,2.881071,0.5894301,NA,NA
19,AnRe.1,High,1,12.65388,104.16687,Pelagic,-1960,Central,6,Sediment,5.5,5.5,10/4/15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,3.59,2.69,365,NA,NA,NA,NA,NA,NA,516.1285316,362.2876796,3.588205128,1.970725049,3.188471,0.6507134,NA,NA,4.013352,0.8023829,2.881071,0.5894301,NA,NA
20,AnRe.2,High,2,12.65222,104.14899,Edge,0,Central,1,Surface,0.1,4,10/4/15,-14.181,-30.402,30.31,1.18078,-0.278803172,303.46,0.01,7.34,1.5,136,Sulfate reduction,7.5,40,3,-0.875666907,NA,40676.26,4067.626,1462.430994,207.81,7561.995302,NA,0.029568249,0.001296,0.020946153,-16.56,24.78,3.94,-20.64,-20.64,-15.45,301,512.5287386,2.69E-07,4.28E-06,352.5844768,0.000120273,0.004772677,512.5287386,352.5844768,3.588205128,1.970725049,3.200255,0.6565983,2.462816971,0.505297683,4.089094,0.8283318,2.882185,0.5893131,3507.026097,710.4217314
21,AnRe.2,High,2,12.65222,104.14899,Edge,0,Central,1,Surface,0.1,4,10/4/15,-16.516,-28.773,30.31,1.18078,-0.278803172,303.46,0.01,7.34,1.5,136,Sulfate reduction,7.5,40,3,-0.875666907,NA,38486.66,3848.666,1462.430994,212.04,7561.995302,NA,0.029568249,0.001296,0.020946153,-16.26,24.96,4.33,-7.12,-7.12,-5.33,301,512.5287386,2.75E-07,4.37E-06,352.5844768,0.000113798,0.004487744,512.5287386,352.5844768,3.588205128,1.970725049,3.200255,0.6565983,2.513385952,0.515672952,4.089094,0.8283318,2.882185,0.5893131,3297.65403,668.0090257
22,AnRe.2,High,2,12.65222,104.14899,Edge,0,Central,1,Surface,0.1,4,10/4/15,-20.229,-28.929,30.31,1.18078,-0.278803172,303.46,0.01,7.34,1.5,136,Sulfate reduction,7.5,40,3,-0.875666907,NA,36458.65,3645.865,1462.430994,182.39,7561.995302,NA,0.029568249,0.001296,0.020946153,NA,NA,NA,-19.39,-19.39,-14.52,301,512.5287386,2.36E-07,3.75E-06,352.5844768,0.000107802,0.00422384,512.5287386,352.5844768,3.588205128,1.970725049,3.200255,0.6565983,2.158924891,0.442947957,4.089094,0.8283318,2.882185,0.5893131,3103.733385,628.7263296
23,AnRe.2,High,2,12.65222,104.14899,Edge,0,Central,2,NA,0.5,4,10/4/15,-10.735,-35.303,30.05,1.18078,-0.278803172,303.2,0.01,7.17,1.5,110,Sulfate reduction,7.7,23.1,1.75,-0.875666907,NA,40682.25,4068.225,1462.430994,185.16,7561.995302,NA,0.029759969,0.001302,0.021090843,NA,NA,NA,NA,NA,NA,301,514.6951689,2.41E-07,3.83E-06,358.4637296,0.00012107,0.004804407,512.5287386,352.5844768,3.588205128,1.970725049,3.200255,0.6565983,2.202188135,0.451824303,4.089094,0.8283318,2.882185,0.5893131,3530.342076,715.1448723
24,AnRe.2,High,2,12.65222,104.14899,Edge,0,Central,2,NA,0.5,4,10/4/15,-10.672,-35.225,30.05,1.18078,-0.278803172,303.2,0.01,7.17,1.5,110,Sulfate reduction,7.7,23.1,1.75,-0.875666907,NA,37381.88,3738.188,1462.430994,177.36,7561.995302,NA,0.029759969,0.001302,0.021090843,NA,NA,NA,NA,NA,NA,301,514.6951689,2.31E-07,3.67E-06,358.4637296,0.000111248,0.004372146,512.5287386,352.5844768,3.588205128,1.970725049,3.200255,0.6565983,2.108508666,0.432604029,4.089094,0.8283318,2.882185,0.5893131,3212.710658,650.8019631
25,AnRe.2,High,2,12.65222,104.14899,Edge,0,Central,2,NA,0.5,4,10/4/15,-8.878,-25.513,30.05,1.18078,-0.278803172,303.2,0.01,7.17,1.5,110,Sulfate reduction,7.7,23.1,1.75,-0.875666907,NA,38287.19,3828.719,1462.430994,196.97,7561.995302,NA,0.029759969,0.001302,0.021090843,NA,NA,NA,NA,NA,NA,301,514.6951689,2.56E-07,4.08E-06,358.4637296,0.000113943,0.004490718,512.5287386,352.5844768,3.588205128,1.970725049,3.200255,0.6565983,2.344028459,0.48092577,4.089094,0.8283318,2.882185,0.5893131,3299.838737,668.4515839
26,AnRe.2,High,2,12.65222,104.14899,Edge,0,Central,3,NA,1,4,10/4/15,-47.969,-39.081,29.96,1.18078,-0.278803172,303.11,0.01,7.01,1.5,107.2,Sulfate reduction,5.7,13.5,1.02,-0.875666907,NA,65159.56,6515.956,1462.430994,3463.88,7561.995302,NA,0.029826814,0.001303,0.021141296,NA,NA,NA,NA,NA,NA,301,515.4522628,4.51E-06,7.24E-05,360.4900569,0.00019435,0.008028281,512.5287386,352.5844768,3.588205128,1.970725049,3.200255,0.6565983,41.61216853,8.537594384,4.089094,0.8283318,2.882185,0.5893131,5899.287559,1195.024493
27,AnRe.2,High,2,12.65222,104.14899,Edge,0,Central,3,NA,1,4,10/4/15,-47.96,-37.953,29.96,1.18078,-0.278803172,303.11,0.01,7.01,1.5,107.2,Sulfate reduction,5.7,13.5,1.02,-0.875666907,NA,70082.7,7008.27,1462.430994,3620.72,7561.995302,NA,0.029826814,0.001303,0.021141296,NA,NA,NA,NA,NA,NA,301,515.4522628,4.72E-06,7.56E-05,360.4900569,0.000209034,0.008674531,512.5287386,352.5844768,3.588205128,1.970725049,3.200255,0.6565983,43.49729323,8.924366586,4.089094,0.8283318,2.882185,0.5893131,6374.160474,1291.219967
28,AnRe.2,High,2,12.65222,104.14899,Edge,0,Central,3,NA,1,4,10/4/15,-48.054,-38.593,29.96,1.18078,-0.278803172,303.11,0.01,7.01,1.5,107.2,Sulfate reduction,5.7,13.5,1.02,-0.875666907,NA,74053.64,7405.364,1462.430994,2640.61,7561.995302,NA,0.029826814,0.001303,0.021141296,NA,NA,NA,NA,NA,NA,301,515.4522628,3.44E-06,5.52E-05,360.4900569,0.000220878,0.009195788,512.5287386,352.5844768,3.588205128,1.970725049,3.200255,0.6565983,31.71694659,6.507385571,4.089094,0.8283318,2.882185,0.5893131,6757.186724,1368.809972
29,AnRe.2,High,2,12.65222,104.14899,Edge,0,Central,4,NA,2,4,10/4/15,-37.726,-37.424,29.83,1.18078,-0.278803172,302.98,0.01,6.58,1.5,-186.3,Sulfate reduction,8.4,3.4,0.26,-0.875666907,NA,54575.83,5457.583,1462.430994,197.17,7561.995302,NA,0.029923807,0.001306,0.021214508,NA,NA,NA,NA,NA,NA,301,516.5528235,2.58E-07,4.09E-06,363.4095527,0.000163312,0.006660567,512.5287386,352.5844768,3.588205128,1.970725049,3.200255,0.6565983,2.353639193,0.482897611,4.089094,0.8283318,2.882185,0.5893131,4894.27324,991.4377518
30,AnRe.2,High,2,12.65222,104.14899,Edge,0,Central,4,NA,2,4,10/4/15,-15.591,-36.73,29.83,1.18078,-0.278803172,302.98,0.01,6.58,1.5,-186.3,Sulfate reduction,8.4,3.4,0.26,-0.875666907,NA,57137.96,5713.796,1462.430994,98.76,7561.995302,NA,0.029923807,0.001306,0.021214508,NA,NA,NA,NA,NA,NA,301,516.5528235,1.29E-07,2.03E-06,363.4095527,0.000170979,0.006997986,512.5287386,352.5844768,3.588205128,1.970725049,3.200255,0.6565983,1.168085459,0.239656817,4.089094,0.8283318,2.882185,0.5893131,5142.213101,1041.663174
31,AnRe.2,High,2,12.65222,104.14899,Edge,0,Central,4,NA,2,4,10/4/15,-12.121,-30.629,29.83,1.18078,-0.278803172,302.98,0.01,6.58,1.5,-186.3,Sulfate reduction,8.4,3.4,0.26,-0.875666907,NA,56993,5699.3,1462.430994,135.42,7561.995302,NA,0.029923807,0.001306,0.021214508,NA,NA,NA,NA,NA,NA,301,516.5528235,1.77E-07,2.80E-06,363.4095527,0.000170545,0.006978896,512.5287386,352.5844768,3.588205128,1.970725049,3.200255,0.6565983,1.609731632,0.330269636,4.089094,0.8283318,2.882185,0.5893131,5128.185178,1038.821524
32,AnRe.2,High,2,12.65222,104.14899,Edge,0,Central,5,Bottom,3,4,10/4/15,-53.265,-45.248,29.39,1.18078,-0.278803172,302.54,0.01,6.28,1.5,-229.2,Sulfate reduction,10.2,3.1,0.23,-0.875666907,NA,82814.2,8281.42,1462.430994,23217.58,7561.995302,NA,0.03025599,0.001315,0.021465288,-16.3,25.67,3.94,-45.12,-45.12,-33.78,301,520.3446248,3.05E-05,0.000489681,373.232683,0.000250563,0.010494632,512.5287386,352.5844768,3.588205128,1.970725049,3.200255,0.6565983,281.6098663,57.77807064,4.089094,0.8283318,2.882185,0.5893131,7711.594547,1562.145304
33,AnRe.2,High,2,12.65222,104.14899,Edge,0,Central,5,Bottom,3,4,10/4/15,-54.325,-47.243,29.39,1.18078,-0.278803172,302.54,0.01,6.28,1.5,-229.2,Sulfate reduction,10.2,3.1,0.23,-0.875666907,NA,85329.3,8532.93,1462.430994,24440.94,7561.995302,NA,0.03025599,0.001315,0.021465288,-18.02,26.47,4.21,-25.11,-25.11,-18.8,301,520.3446248,3.21E-05,0.000515485,373.232683,0.000258172,0.010829534,512.5287386,352.5844768,3.588205128,1.970725049,3.200255,0.6565983,296.4493524,60.8226972,4.089094,0.8283318,2.882185,0.5893131,7957.685117,1611.996114
34,AnRe.2,High,2,12.65222,104.14899,Edge,0,Central,5,Bottom,3,4,10/4/15,-53.354,-46.976,29.39,1.18078,-0.278803172,302.54,0.01,6.28,1.5,-229.2,Sulfate reduction,10.2,3.1,0.23,-0.875666907,NA,89075.24,8907.524,1462.430994,29647.5,7561.995302,NA,0.03025599,0.001315,0.021465288,-16.92,25.26,4.37,-44.65,-44.65,-33.44,301,520.3446248,3.90E-05,0.000625305,373.232683,0.000269506,0.011328331,512.5287386,352.5844768,3.588205128,1.970725049,3.200255,0.6565983,359.6054758,73.78047814,4.089094,0.8283318,2.882185,0.5893131,8324.207526,1686.242919
35,AnRe.2,High,2,12.65222,104.14899,Edge,0,Central,6,Sediment,4,4,10/4/15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.43,43.69,32.71,301,NA,NA,NA,NA,NA,NA,512.5287386,352.5844768,3.588205128,1.970725049,3.200255,0.6565983,NA,NA,4.089094,0.8283318,2.882185,0.5893131,NA,NA
36,AnRe.2,High,2,12.65222,104.14899,Edge,0,Central,6,Sediment,4,4,10/4/15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34,24.77,18.55,301,NA,NA,NA,NA,NA,NA,512.5287386,352.5844768,3.588205128,1.970725049,3.200255,0.6565983,NA,NA,4.089094,0.8283318,2.882185,0.5893131,NA,NA
37,AnRe.2,High,2,12.65222,104.14899,Edge,0,Central,6,Sediment,4,4,10/4/15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38,44.27,33.15,301,NA,NA,NA,NA,NA,NA,512.5287386,352.5844768,3.588205128,1.970725049,3.200255,0.6565983,NA,NA,4.089094,0.8283318,2.882185,0.5893131,NA,NA
38,AnRe.3,High,3,12.64567,101.14134,Floodplain,1100,Central,1,Surface,0.1,1.75,10/4/15,-46.428,-65.762,28.94,1.1982,-0.150704225,302.09,0.006,6.34,1.5,-107,Sulfate reduction,10.6,5.4,0.41,-0.08878577,NA,71095.99,7109.599,1882.626741,40959.44,-3005.893993,NA,0.030602051,0.001325,0.021726615,NA,NA,NA,2.58,2.58,1.93,251,524.3431692,5.43E-05,0.000870473,383.2029428,0.000217568,0.009036463,524.3431692,383.2029428,3.588205128,1.970725049,3.152646,0.6418119,493.151388,100.3951694,3.8676,0.7893386,2.892026,0.5929508,6280.437603,1281.774699
39,AnRe.3,High,3,12.64567,101.14134,Floodplain,1100,Central,1,Surface,0.1,1.75,10/4/15,-46.522,-61.332,28.94,1.1982,-0.150704225,302.09,0.006,6.34,1.5,-107,Sulfate reduction,10.6,5.4,0.41,-0.08878577,NA,64947.97,6494.797,1882.626741,40694.73,-3005.893993,NA,0.030602051,0.001325,0.021726615,NA,NA,NA,-1.7,-1.7,-1.27,251,524.3431692,5.39E-05,0.000864847,383.2029428,0.000198754,0.00820845,524.3431692,383.2029428,3.588205128,1.970725049,3.152646,0.6418119,489.9641413,99.74631356,3.8676,0.7893386,2.892026,0.5929508,5704.959754,1164.325407
40,AnRe.3,High,3,12.64567,101.14134,Floodplain,1100,Central,1,Surface,0.1,1.75,10/4/15,-46.391,-59.901,28.94,1.1982,-0.150704225,302.09,0.006,6.34,1.5,-107,Sulfate reduction,10.6,5.4,0.41,-0.08878577,NA,65134.03,6513.403,1882.626741,39609.71,-3005.893993,NA,0.030602051,0.001325,0.021726615,NA,NA,NA,-2.27,-2.27,-1.7,251,524.3431692,5.25E-05,0.000841787,383.2029428,0.000199323,0.008233508,524.3431692,383.2029428,3.588205128,1.970725049,3.152646,0.6418119,476.8999335,97.08671777,3.8676,0.7893386,2.892026,0.5929508,5722.375671,1167.879822
41,AnRe.3,High,3,12.64567,101.14134,Floodplain,1100,Central,2,NA,0.25,1.75,10/4/15,-47.251,-56.418,28.85,1.1982,-0.150704225,302,0.006,6.17,1.5,-151.3,Sulfate reduction,9.4,4.6,0.35,-0.08878577,NA,79014.56,7901.456,1882.626741,24898.87,-3005.893993,NA,0.030672044,0.001327,0.021779478,NA,NA,NA,NA,NA,NA,251,525.1591234,3.30E-05,0.000529936,385.1897253,0.000242354,0.01012604,524.3431692,383.2029428,3.588205128,1.970725049,3.152646,0.6418119,300.2262214,61.11969489,3.8676,0.7893386,2.892026,0.5929508,7037.705511,1436.325529
42,AnRe.3,High,3,12.64567,101.14134,Floodplain,1100,Central,2,NA,0.25,1.75,10/4/15,-47.428,-58.735,28.85,1.1982,-0.150704225,302,0.006,6.17,1.5,-151.3,Sulfate reduction,9.4,4.6,0.35,-0.08878577,NA,81615.84,8161.584,1882.626741,26061.58,-3005.893993,NA,0.030672044,0.001327,0.021779478,NA,NA,NA,NA,NA,NA,251,525.1591234,3.46E-05,0.000554685,385.1897253,0.000250332,0.010477181,524.3431692,383.2029428,3.588205128,1.970725049,3.152646,0.6418119,314.2469889,63.97402596,3.8676,0.7893386,2.892026,0.5929508,7281.752035,1486.132991
43,AnRe.3,High,3,12.64567,101.14134,Floodplain,1100,Central,2,NA,0.25,1.75,10/4/15,-47.529,-63.386,28.85,1.1982,-0.150704225,302,0.006,6.17,1.5,-151.3,Sulfate reduction,9.4,4.6,0.35,-0.08878577,NA,83432.46,8343.246,1882.626741,26661.95,-3005.893993,NA,0.030672044,0.001327,0.021779478,NA,NA,NA,NA,NA,NA,251,525.1591234,3.54E-05,0.000567463,385.1897253,0.000255904,0.010722402,524.3431692,383.2029428,3.588205128,1.970725049,3.152646,0.6418119,321.4866688,65.44787132,3.8676,0.7893386,2.892026,0.5929508,7452.183436,1520.916341
44,AnRe.3,High,3,12.64567,101.14134,Floodplain,1100,Central,3,NA,0.75,1.75,10/4/15,NA,NA,28.79,1.1982,-0.150704225,301.94,0.006,6.07,1.5,-179.3,Sulfate reduction,8.7,4.1,0.31,-0.08878577,NA,96976.33,9697.633,1882.626741,35439.63,-3005.893993,NA,0.030718852,0.001328,0.021814832,NA,NA,NA,NA,NA,NA,251,525.7062844,4.71E-05,0.000754865,386.5131239,0.0002979,0.012569811,524.3431692,383.2029428,3.588205128,1.970725049,3.152646,0.6418119,427.6560818,87.06171337,3.8676,0.7893386,2.892026,0.5929508,8736.152094,1782.961543
